UID,survey_id,prompt_number,prompt_id,prompt,response,clauses_text_final,voice,idx,abstraction_score,abstraction_score_normalized
1837.05,1837,5,5,Being with other people,can be rewarding.,['can be rewarding'],['P_bevb_x'],62,[0.25],[1.0]
1838.1,1838,10,10,When people are helpless,They can\&#039;t help themselves,['They can t help themselves'],['P_bevb_x'],63,[0.25],[1.0]
1838.21,1838,21,21,I just can\'t stand people who,Worry too much,['who Worry too much'],['A_def'],64,[0.25],[1.0]
1841.31,1841,31,31,My father,Was my best friend and I miss him dearly.,"['Was my best friend and', 'I miss him dearly']","['A_pron_x', 'A_def']",65,"[0.14, 0.22]","[0.56, 0.88]"
1841.33,1841,33,33,When I am nervous,my palms sweat and my stomach hurts,"['my palms sweat and', 'my stomach hurts']","['Undefined', 'A_pron_x']",66,"[0.14, 0.25]","[0.56, 1.0]"
1842.22,1842,22,43,At times I worry about,At times I worry about job stability.,['At times I worry about job stability'],['A_def'],67,[0.22],[0.88]
1852.26,1852,26,26,When I get mad,I usually keep it to myself.,['I usually keep it to myself'],['A_def'],68,[0.22],[0.88]
1852.32,1852,32,32,If I can\'t get what I want,I deal with it.,"['want', 'I deal with it']","['A_def', 'A_def']",69,"[0.14, 0.22]","[0.56, 0.88]"
1858.1,1858,10,10,When people are helpless,we need to give them the strength to help themselves.,"['we need to give them the strength', 'to help themselves']","['A_def', 'A_def']",70,"[0.14, 0.14]","[0.56, 0.56]"
1867.03,1867,3,3,Change is,Necessary.  Part of life. Incredibly difficult to accept.,['Necessary Part of life Incredibly difficult to accept'],['P_get_x'],71,[0.25],[1.0]
1869.25,1869,25,25,My main problem is,a feeling that I am not entitled,"['a feeling', 'I am not', 'that entitled']","['Undefined', 'P_bevb_x', 'A_def']",72,"[0.14, 0.22, 0.14]","[0.56, 0.88, 0.56]"
1869.33,1869,33,33,When I am nervous,I yawn.  I also don\&#039;t say very much.,"['I yawn', 'I also don', 't say very much']","['A_def', 'P_bevb_x', 'A_def']",73,"[0.22, 0.22, 0.25]","[0.88, 0.88, 1.0]"
1878.09,1878,9,9,Education,"Yes, in love. Yes let\&#039;s, for everyone! Could education simply be a continued collective reflection on the awareness of being? I\&#039;m afraid if I write more here, it will only be in efforts to move this completion towards a reflection of 6.0. How finicky am I to seek to be something with which I identify as hierarchically desirable…","['Yes let', 's for everyone Could education simply be a continued collective reflection on the awareness of being', 'I m afraid', 'if I write more here', 'it will only be in efforts', 'to move this completion towards a reflection of 6 0', 'How finicky am I to seek to be something', 'with which I identify as hierarchically desirable']","['P_yn', 'P_bevb_x', 'P_get_x', 'A_def', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def']",74,"[0.11, 0.25, 0.22, 0.22, 0.14, 0.25, 0.25, 0.25]","[0.44, 1.0, 0.88, 0.88, 0.56, 1.0, 1.0, 1.0]"
1878.14,1878,14,14,The past,"moments are, in my memory, filled with mirth and silliness and care and concern and words like meditation flowing over the rocky hillside streambed worn smooth over time, and feeling and thought behind words, a gentle caress on the heart, and incessant prayers, seen and unseen, that this effort might be towards some greater fullness of the One.","['moments are in my memory', 'filled with mirth and silliness and care and concern and words like meditation', 'flowing over the rocky hillside streambed', 'worn smooth over time and feeling and', 'thought behind words a gentle caress on the heart and incessant prayers', 'seen and unseen', 'that this effort might be towards some greater fullness of the One']","['A_pron_x', 'A_def', 'A_def', 'A_def', 'A_def', 'A_def', 'P_bevb_x']",75,"[0.14, 0.25, 0.25, 0.14, 0.25, 0.14, 0.14]","[0.56, 1.0, 1.0, 0.56, 1.0, 0.56, 0.56]"
1879.14,1879,14,14,The past,is important to learn from but not harp on.,"['is important to learn from but', 'not harp on']","['P_bevb_x', 'A_def']",76,"[0.14, 0.14]","[0.56, 0.56]"
1880.05,1880,5,5,Being with other people,"can be joyful, stimulating, healing, or it can be complex, thorny and challenging.  My experience around people is very dependent on the quality of my relationships with them.","['can be joyful stimulating healing or', 'it can be complex thorny and', 'My experience around people is very dependent on the quality of my relationships with them']","['P_bevb_x', 'P_bevb_x', 'A_pron_x']",77,"[0.25, 0.25, 0.25]","[1.0, 1.0, 1.0]"
1880.28,1880,28,71,When developing strategies&hellip;,"express their needs, their emotions, to be honest, to expect honesty in return, to be trusted &#x28;unless that trust has been violated in the past&#x29;, to be supported, accommodated, and seen and appreciated for who they are.","['their needs their emotions', 'to be honest', 'to expect honesty in return', 'to be trusted', 'unless that trust has been violated in the past', 'to be supported', 'accommodated and', 'seen and', 'appreciated for', 'who they are']","['Undefined', 'P_bevb_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x']",78,"[0.14, 0.14, 0.25, 0.12, 0.14, 0.12, 0.25, 0.14, 0.25, 0.14]","[0.56, 0.56, 1.0, 0.48, 0.56, 0.48, 1.0, 0.56, 1.0, 0.56]"
1880.36,1880,36,48,Sometimes I wish that,I could be younger and have done things differently.,"['I could be younger and', 'have done things differently']","['P_bevb_x', 'P_bevb_x']",79,"[0.25, 0.14]","[1.0, 0.56]"
1883.01,1883,1,1,Raising a family,is a profound gift. I am tending the future. I am tending the life processes. It is a place for love and life and evolution to soar.,"['is a profound gift', 'I am tending the future', 'I am tending', 'the life processes', 'It is a place for love and life and evolution to soar']","['P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x']",80,"[0.14, 0.22, 0.22, 0.25, 0.25]","[0.56, 0.88, 0.88, 1.0, 1.0]"
1883.09,1883,9,9,Education,"is a cascading waterfall of moments, memory and co-created constructs. The constructs build upon their predecessors and remain in tact to the degree they are functionally useful. Education is plastic and can be moulded to insert structures that orient the mind to new dimensions of possibility. It isn\&#039;t fixed. It is moving. It is a way to organize life in a way that transmits deeper meaning and captivates us to expand beyond the known. Education is a platform through which an infinite ground of potential is catalyzed and new structures are created for the sake of stretching to more integrated wholes.","['is a cascading waterfall of moments memory and', 'co created', 'constructs', 'The constructs build upon their predecessors and', 'remain in tact to the degree', 'they are functionally useful', 'Education is plastic and', 'can be moulded', 'to insert structures', 'that orient the mind to new dimensions of possibility', 'It isn t fixed', 'It is moving', 'It is a way', 'to organize life in a way', 'that transmits deeper meaning and', 'captivates us to expand beyond the known Education', 'is a platform', 'through which an infinite ground of potential is', 'catalyzed and', 'new structures are created for the sake of', 'stretching to more integrated wholes']","['P_bevb_x', 'A_def', 'A_def', 'A_pron_x', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'A_def', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def']",81,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.14, 0.22, 0.22, 0.22, 0.14, 0.14, 0.25, 0.12, 0.25, 0.25, 0.25, 0.25]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.56, 0.88, 0.88, 0.88, 0.56, 0.56, 1.0, 0.48, 1.0, 1.0, 1.0, 1.0]"
1886.21,1886,21,21,I just can\'t stand people who,who get their racism incorrect. Then I don\&#039;t know if I should get mad for getting misidentified as a Pilipino or feel sorry for the guy who does not know world map.,"['who incorrect', 'who get their racism', 'Then I don', 't know', 'if I should get mad for or', 'getting misidentified as a Pilipino', 'feel sorry for the guy', 'who does not know world map']","['Undefined', 'A_pron_x', 'P_bevb_x', 'A_def', 'P_bevb_x', 'A_def', 'P_get_x', 'P_bevb_x']",82,"[0.25, 0.25, 0.22, 0.14, 0.22, 0.14, 0.14, 0.14]","[1.0, 1.0, 0.88, 0.56, 0.88, 0.56, 0.56, 0.56]"
1887.19,1887,19,19,Crime and delinquency could be halted if,More people were held accountable.  Or maybe if crimes were dealt with More Severely! Like in Africa where they cut off your hand for stealing. It would be hard to adjust to but it might keep people in line more.,"['More people were held accountable Or', 'maybe if crimes were dealt with More Severely Like in Africa', 'where they cut off your hand for', 'stealing It', 'would be hard to adjust to but', 'it might keep people in line more']","['P_bevb_x', 'P_bevb_x', 'A_pron_x', 'A_def', 'P_bevb_x', 'P_bevb_x']",83,"[0.25, 0.25, 0.25, 0.22, 0.14, 0.14]","[1.0, 1.0, 1.0, 0.88, 0.56, 0.56]"
1889.02,1889,2,2,When I am criticized,noticing that I see an awareness of a slight twinge,"['noticing', 'that I see an awareness of a slight twinge']","['A_def', 'A_def']",84,"[0.25, 0.22]","[1.0, 0.88]"
1889.13,1889,13,40,We could make the world a better place if,"if we are present, open portal to flow of transcendent inspiration, experiencing the kosmic perfection and yet manifesting our utter uniqueness","['if we are present open portal', 'to flow of transcendent inspiration and', 'experiencing the kosmic perfection', 'yet manifesting our utter uniqueness']","['P_bevb_x', 'A_def', 'A_def', 'A_pron_x']",85,"[0.14, 0.25, 0.25, 0.14]","[0.56, 1.0, 1.0, 0.56]"
1889.15,1889,15,41,Privacy,inevitably has all of creation flowing through it - a Kosmic disclosure,"['inevitably has all of creation', 'flowing through it a Kosmic disclosure']","['P_bevb_x', 'A_def']",86,"[0.25, 0.25]","[1.0, 1.0]"
1889.16,1889,16,16,I feel sorry,"for beings who are suffering; it feels sometimes like I feel the earth stressing, pulsating in resonance with endless other pulsars throughout infinity","['for beings', 'who are suffering it', 'feels sometimes', 'like I feel', 'the earth stressing pulsating in resonance with endless other pulsars throughout infinity']","['Undefined', 'P_bevb_x', 'A_def', 'A_def', 'A_def']",87,"[0.14, 0.14, 0.11, 0.22, 0.25]","[0.56, 0.56, 0.44, 0.88, 1.0]"
1889.17,1889,17,17,When they avoided me,"their deviation was also their alignment, a unity of directionality beyond direction",['their deviation was also their alignment a unity of directionality beyond direction'],['A_pron_x'],88,[0.25],[1.0]
1889.22,1889,22,43,At times I worry about,the fragility of this vessel. Will it hold much longer at it is touching into that which transcends what it means to be human,"['the fragility of this vessel', 'Will it hold much longer at it', 'is touching into that', 'which transcends', 'what it means to be human']","['Undefined', 'P_bevb_x', 'P_bevb_x', 'A_def', 'P_bevb_x']",89,"[0.14, 0.25, 0.25, 0.25, 0.14]","[0.56, 1.0, 1.0, 1.0, 0.56]"
1889.25,1889,25,25,My main problem is,"&#x28;more direction of attention&#x29; is wondering what arises beyond all separation, when the last vestiges of \&quot;I-ness\&quot; collapses","['more direction of attention', 'is wondering', 'what arises beyond all separation', 'when the last vestiges of I ness collapses']","['Undefined', 'P_bevb_x', 'A_def', 'A_def']",90,"[0.25, 0.14, 0.14, 0.25]","[1.0, 0.56, 0.56, 1.0]"
1889.27,1889,27,45,People who step out of line,have the gift of \&quot;line no more\&quot; of endless creation..,['have the gift of line no more of endless creation'],['P_bevb_x'],91,[0.25],[1.0]
1889.28,1889,28,71,When developing strategies&hellip;,...is a subtle framing of an assumption of separation and alienation when a realization of the gift of unlimited relationship through utter unity opens to the awareness and love and embrace without earthly or kosmic limitation,"['a subtle framing of an assumption of separation and alienation', 'when a realization of the gift of unlimited relationship through utter unity opens to the awareness and love and', 'embrace without earthly or kosmic limitation']","['Undefined', 'A_def', 'A_def']",92,"[0.14, 0.14, 0.25]","[0.56, 0.56, 1.0]"
1889.3,1889,30,30,If I were in charge,/if I were following...together are a unity which gives rise to the wisdom of appropriate relationship informed by kosmic flow which arises out of empty/fullness..a message out of the eons of the universe/NOW,"['if I were following together', 'are a unity NOW', 'which gives rise to the wisdom of appropriate relationship', 'informed by kosmic flow', 'which arises out of empty fullness a message out of the eons of the universe']","['P_bevb_x', 'P_bevb_x', 'A_def', 'A_def', 'A_def']",93,"[0.22, 0.14, 0.25, 0.25, 0.25]","[0.88, 0.56, 1.0, 1.0, 1.0]"
